StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6,Q7,Q9,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,n_40hz_rating_1,n_40hz_rating_2,n_40hz_rating_3,n_40hz_rating_4,n_40hz_rating_5,n_40hz_rating_6,n_40hz_rating_7,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,n_info1,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,no_info_40hz_rating_1,no_info_40hz_rating_2,no_info_40hz_rating_3,no_info_40hz_rating_4,no_info_40hz_rating_5,no_info_40hz_rating_6,no_info_40hz_rating_7,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,ps_info2,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,ps_40hz_rating_1,ps_40hz_rating_2,ps_40hz_rating_3,ps_40hz_rating_4,ps_40hz_rating_5,ps_40hz_rating_6,ps_40hz_rating_7,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,ps_brown_warning,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,pb_40Hz_ratings_1,pb_40Hz_ratings_2,pb_40Hz_ratings_3,pb_40Hz_ratings_4,pb_40Hz_ratings_5,pb_40Hz_ratings_6,pb_40Hz_ratings_7,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,pb_brown_info1,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,brown_ratings_1,brown_ratings_2,brown_ratings_3,brown_ratings_4,brown_ratings_5,brown_ratings_6,brown_ratings_7,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,prior_expectancy_NPS_GROUP,prior_expectancy,40hz_expectancy_NPS_GROUP,40hz_expectancy,brown_expectancy_NPS_GROUP,brown_expectancy,post_expectancy_NPS_GROUP,post_expectancy,noise_sensitivity_1,noise_sensitivity_2,noise_sensitivity_3,noise_sensitivity_4,noise_sensitivity_5,gender,age,Q2,Q28,SC0,PROLIFIC_PID
2021-08-02 02:56:10,2021-08-02 03:06:27,0,80.3.106.102,100,617,1,2021-08-02 03:06:27,R_DIvvtNt8nllRON3,,,,,53.9951019287109375,-1.16259765625,anonymous,EN,1,5c645dfb78200f00012a3ba1,2,Sennheiser HD515 over ear headphones,4,19.362,22.149,27.688,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,146.446,0,2,2,5,3,3,3,1,11.173,20.55,22.386,7,0,0,205.801,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,3,4,0,2.658,12.743,13.718,8,1,6,1,3,1,3,2,7,5,4,4,4,3,1,36,Sennheiser HD 515 over-ear headphones,Oranges,1,5c645dfb78200f00012a3ba1
2021-08-02 02:56:42,2021-08-02 03:06:27,0,86.155.79.137,100,585,1,2021-08-02 03:06:28,R_1q2hbmGUQOJmsw6,,,,,55.399505615234375,-1.5928955078125,anonymous,EN,1,60fdbe9de5e76c70e66095cb,2,"Turtle Beach, wired, over-ear",4,24.363,24.363,25.382,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,134.131,0,1,5,1,3,3,3,1,2.789,19.519,25.043,7,"5,7,9",0,0,126.845,0,0,4,0,0,0,1,0,2.032,13.266,17.315,7,1,1,1,2,3,10,1,5,6,6,6,6,1,2,26,"Turtle Beach, wired, over-ear",An orange in varying segments with leaves,1,60fdbe9de5e76c70e66095cb
2021-08-02 02:58:32,2021-08-02 03:07:55,0,156.62.34.1,100,562,1,2021-08-02 03:07:55,R_2EiXAFWyxm5ll0C,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,1,60fde7407489eb63127dc22c,2,Airpods,4,35.432,35.432,54.53,1,0,0,125.983,0,2,1,2,7,5,5,1,14.447,32.235,33.393,8,"5,7,9",21.571,25.673,27.963,4,124.524,124.88,125.463,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,0,1,0,7.697,20.881,23.815,8,1,3,1,5,2,8,2,7,2,5,5,5,4,2,18,Airpods,Orange,1,60fde7407489eb63127dc22c
2021-08-02 02:55:26,2021-08-02 03:08:23,0,121.99.162.36,100,777,1,2021-08-02 03:08:24,R_2rrAJnphjcpLgRw,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,1,60fcec6fe01f1f9fee1ae9d3,2,"Apple airpods, bluetooth, in ear",4,26.095,26.095,27.777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128.069,0,4,2,1,2,2,1,1,4.341,21.1,24.547,8,"5,7,9",0,0,125.356,0,2,4,0,0,0,0,0,2.466,11.846,13.952,7,1,3,1,6,1,6,1,5,6,5,5,2,4,2,21,"Apple airpods, bluetooth, in ear",a orange,1,60fcec6fe01f1f9fee1ae9d3
2021-08-02 02:35:34,2021-08-02 03:09:09,0,98.149.146.183,100,2015,1,2021-08-02 03:09:10,R_7VBgHHz6rq9iiUp,,,,,34.14129638671875,-118.6598968505859375,anonymous,EN,1,610502e8ffb9d71ed8f85eaf,2,Apple,4,28.582,28.582,29.728,1,0,0,1042.933,0,1,1,1,4,1,6,1,20.422,34.219,34.93,7,"5,7,9",11.633,12.629,15.136,3,0,0,124.984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,2,0,0,0,5.526,16.736,17.746,9,1,4,1,5,1,3,3,9,4,5,6,3,4,2,19,Apple,"This image shows a sliced orange. ",1,610502e8ffb9d71ed8f85eaf
2021-08-02 02:58:12,2021-08-02 03:10:04,0,217.36.211.67,100,712,1,2021-08-02 03:10:05,R_3PzpZT0545io5OX,,,,,52.4810943603515625,-2.1156005859375,anonymous,EN,1,610568c7af18168a6f7dcf6b,2,Airpods,4,15.322,40.247,40.985,6,,,,,,,,,,,,,,,,,,,,,,,,,13.468,139.11,140.843,3,5,3,3,4,4,1,1,11.841,41.871,42.847,18,3.852,128.595,129.825,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4,3,2,0,24.241,43.243,45.332,14,1,0,1,0,1,0,1,4,5,5,5,5,3,1,19,Apple airpods,Orange,1,610568c7af18168a6f7dcf6b
2021-08-02 03:02:05,2021-08-02 03:10:26,0,174.74.142.215,100,501,1,2021-08-02 03:10:26,R_31ngmun6zxWHb0z,,,,,33.398101806640625,-111.785003662109375,anonymous,EN,1,6100fa998b4a20d230ba1287,2,Apple airpods,4,11.567,30.215,31.487,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126.661,0,1,1,1,3,1,2,1,5.352,24.452,26.139,7,0,0,127.956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,4,3,0,2.157,12.311,12.99,8,1,3,1,0,1,6,2,7,4,4,5,5,2,2,20,Apple airpods,Orange,1,6100fa998b4a20d230ba1287
2021-08-02 02:56:49,2021-08-02 03:10:46,0,85.255.234.89,100,836,1,2021-08-02 03:10:46,R_31nQgmNteYkvTzx,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,1,60fd29e8613baf1b4886a1ed,2,"Apple, wired, in ear ",4,21.723,70.077,72.804,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",10.957,135.594,140.099,2,1,2,2,7,4,4,1,1.487,63.707,66.084,23,"5,7,9",6.456,133.046,134.039,2,,,,,,,,,,,,,,,,,,,,,2,1,1,3,4,1,0,5.355,38.14,41.427,15,1,1,1,3,1,6,1,6,3,1,2,1,5,2,19,"Apple, wired, in ear ","Oranges cut up with leaves behind ",1,60fd29e8613baf1b4886a1ed
2021-08-02 03:00:57,2021-08-02 03:10:51,0,78.19.222.113,100,594,1,2021-08-02 03:10:51,R_10JzxBPZRrQKcHq,,,,,52.65960693359375,-7.2545928955078125,anonymous,EN,1,6103a861a1c5132d1417e164,2,"Apple in ear wired headphones ",4,17.968,45.106,47.845,7,,,,,,,,,,,,,,,,,,,,,,,,,11.13,11.13,135.181,1,1,1,1,8,6,8,1,4.607,28.787,30.364,12,2.55,3.362,126.416,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,3,2,7,0,2.207,21.92,23.901,10,1,0,1,0,1,0,2,8,5,5,3,3,5,2,31,"Apple wired in ear headphones ","Orange ",1,6103a861a1c5132d1417e164
2021-08-02 02:59:27,2021-08-02 03:12:07,0,109.152.194.57,100,760,1,2021-08-02 03:12:08,R_1d0Pem9RBkaIJVs,,,,,52.1555938720703125,-4.10870361328125,anonymous,EN,1,610537d2868d154c3c10d84a,2,sony earphones,4,6.189,49.755,51.224,3,4.735,4.735,133.114,1,1,1,1,4,1,1,1,7.604,27.098,28.726,9,"5,7,9",22.879,23.633,27.902,3,4.203,4.203,128.533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,2.03,9.657,10.587,7,1,3,1,5,1,3,2,7,3,3,4,3,4,2,18,sony earphones,"A full orange, and two that have been cut",1,610537d2868d154c3c10d84a
2021-08-02 03:04:24,2021-08-02 03:12:13,0,51.6.224.240,100,469,1,2021-08-02 03:12:14,R_3qDbVXbZGHC02JU,,,,,51.737701416015625,-1.2053985595703125,anonymous,EN,1,61041f0f47bd1eedf79868f4,2,in-ear Apple,4,26.436,26.436,27.328,1,0,0,124.598,0,1,2,2,3,1,1,1,4.259,20.799,24.277,7,"5,7,9",5.774,7.937,9.937,3,0,0,125.104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,0,0,0,0,1.747,8.483,11.7,7,1,0,1,3,1,6,2,7,2,2,5,2,4,2,34,"in-ear, Apple",Pieces of orange (two halves and a segment) and two leaves with dew on them,1,61041f0f47bd1eedf79868f4
2021-08-02 03:01:36,2021-08-02 03:12:14,0,69.161.4.22,100,638,1,2021-08-02 03:12:15,R_vo7khQlHbIUIk13,,,,,64.854400634765625,-147.846893310546875,anonymous,EN,1,610071e6bedd92b87510d90d,2,Airpods,4,30.003,30.003,31.291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,126.123,0,3,3,1,8,6,6,1,4.281,20.9,22.968,8,"5,7,9",0,0,126.12,0,,,,,,,,,,,,,,,,,,,,,4,5,3,1,0,1,0,3.623,16.58,18.191,8,1,4,2,8,2,7,2,7,6,6,6,6,1,2,22,"Apple, bluetooth, in-ear airpods","A quarter, a half, and a whole of an orange ",1,610071e6bedd92b87510d90d
2021-08-02 03:01:46,2021-08-02 03:12:23,0,82.7.221.255,100,636,1,2021-08-02 03:12:23,R_28ASG8Vtjtg6UeM,,,,,54.9958038330078125,-1.689697265625,anonymous,EN,1,60fdcd8ea972899ac249f637,2,In-ear,4,26.636,26.636,27.591,1,0,0,275.32,0,1,1,1,8,1,1,1,4.711,11.435,12.976,7,"5,7,9",13.927,15.117,21.814,3,0,0,123.833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,0,0,0,1.769,13.211,14.502,7,1,5,1,0,1,4,2,7,3,3,3,4,5,2,20,in-ear,orange cut open with one slice as a segment,1,60fdcd8ea972899ac249f637
2021-08-02 03:04:30,2021-08-02 03:12:56,0,24.20.190.104,100,505,1,2021-08-02 03:12:56,R_Zac2IfZSX2Zkuu5,,,,,45.337799072265625,-122.5724029541015625,anonymous,EN,1,60fce14d55ec3d4d7e49865e,2,Bluetooth airpods,4,9.704,33.57,34.7,3,,,,,,,,,,,,,,,,,,,,,,,,,7.246,7.481,130.04,2,1,7,1,3,1,1,1,9.41,23.47,24.559,9,3.301,3.301,126.846,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,3,0,1.845,14.332,17.122,10,2,8,1,0,1,0,1,3,3,5,3,5,4,2,39,"Bluetooth AirPods ",Sliced orange,1,60fce14d55ec3d4d7e49865e
2021-08-02 03:04:07,2021-08-02 03:13:03,0,110.20.4.201,100,535,1,2021-08-02 03:13:03,R_vPQ2biky0irXoD7,,,,,-33.8715057373046875,151.200592041015625,anonymous,EN,1,60fd0245cf48f1b9c7f793a1,2,apple,4,2.558,24.469,26.353,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.424,132.485,143.433,3,1,1,1,8,7,6,1,9.792,22.682,24.373,9,"5,7,9",3.252,3.252,128.545,1,3,6,2,0,0,0,0,3.46,14.595,16.413,7,1,1,1,2,1,1,3,10,4,5,4,3,4,2,19,apple,orange,1,60fd0245cf48f1b9c7f793a1
2021-08-02 02:45:30,2021-08-02 03:13:15,0,24.47.124.94,100,1664,1,2021-08-02 03:13:16,R_sXqA7KmnVZ4akNP,,,,,40.6186065673828125,-73.9272003173828125,anonymous,EN,1,6101c3d44565a3326c43a7a4,2,sony in ear blootooth,4,53.32,57.844,59.233,8,,,,,,,,,,,,,,,,,,,,,,,,,141.795,143.012,144.09,4,6,5,4,5,3,7,1,7.943,28.613,28.97,17,0,0,129.392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,5,5,0,4.627,40.542,41.721,20,1,6,1,6,2,7,1,6,6,6,5,5,2,1,38,sony in ear bluetooth,orange,1,6101c3d44565a3326c43a7a4
2021-08-02 03:05:18,2021-08-02 03:13:15,0,110.146.162.213,100,477,1,2021-08-02 03:13:16,R_245Utod66cc9SIK,,,,,-31.9474029541015625,115.86480712890625,anonymous,EN,1,60fd20bc520124dda2c66fda,2,AirPods,4,26.983,26.983,28.077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126.714,0,3,4,4,2,2,2,1,3.277,17.451,18.329,7,"5,7,9",124.748,124.748,125.696,1,2,1,2,0,1,1,0,2.895,12.888,13.839,7,1,4,1,1,2,8,2,7,3,5,4,4,3,2,21,Apple Airpods,"one full orange, half an orange and a slice of orange and some leaves",1,60fd20bc520124dda2c66fda
2021-08-02 03:03:05,2021-08-02 03:13:22,0,222.152.183.178,100,616,1,2021-08-02 03:13:22,R_2wgZ4VJY8z8prMt,,,,,-43.53790283203125,172.6151123046875,anonymous,EN,1,60fd55263185c15da8c2f5ae,2,"apple wired headphones ",4,64.833,64.833,66.081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,134.01,0,1,3,2,5,4,4,1,18.605,42.478,47.028,7,"5,7,9",124.505,124.505,124.9,1,,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,1,0,2.833,20.092,20.943,8,1,5,1,6,1,2,1,6,3,5,5,6,4,2,18,apple wired headphones,orange,1,60fd55263185c15da8c2f5ae
2021-08-02 03:02:17,2021-08-02 03:13:38,0,31.124.27.62,100,680,1,2021-08-02 03:13:38,R_UE0wIRPD90BM1MZ,,,,,50.8450927734375,-0.938995361328125,anonymous,EN,1,60fd1ef14b9926d74181569e,2,wireless,4,6.67,29.381,30.403,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",10.038,10.038,133.905,1,2,7,2,2,2,2,1,19.096,36.922,40.416,7,"5,7,9",2.349,2.349,126.852,1,,,,,,,,,,,,,,,,,,,,,0,0,0,6,5,0,0,6.57,24.543,25.553,9,1,2,1,1,1,1,2,8,5,4,5,6,5,2,18,wireless,it shows a freshly cut orange and an unpeeled orange,1,60fd1ef14b9926d74181569e
2021-08-02 03:04:46,2021-08-02 03:13:39,0,180.200.210.144,100,532,1,2021-08-02 03:13:39,R_3sytpPrA3o2JOni,,,,,-38.1464996337890625,144.357391357421875,anonymous,EN,1,60fe8a44b1b0c4889f6a14df,2,airpods,4,50.327,80.554,81.794,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,123.239,0,1,1,1,7,1,1,1,3.245,16.996,18.297,7,"5,7,9",0,0,125.619,0,1,0,0,7,4,2,0,2.447,17.677,18.536,10,1,2,1,3,1,1,1,1,2,4,3,3,4,2,20,airpods,its an orange which is a fruit,1,60fe8a44b1b0c4889f6a14df
2021-08-02 03:03:33,2021-08-02 03:13:46,0,1.158.18.100,100,613,1,2021-08-02 03:13:47,R_1QLznE7kJbwnuIV,,,,,-33.8715057373046875,151.200592041015625,anonymous,EN,1,61009f9db60ca37b6b715ed0,2,"apple airpods ",4,35.497,35.497,37.577,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126.448,0,3,6,2,5,1,5,1,6.844,22.484,24.535,7,0,0,123.553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,6,2,5,0,2.631,11.489,12.609,7,1,0,1,5,1,4,1,6,2,2,4,4,5,2,19,"apple airpods ","A full, half and a slice of orange with 2 green leaves",1,61009f9db60ca37b6b715ed0
2021-08-02 03:04:18,2021-08-02 03:14:15,0,99.36.9.28,100,597,1,2021-08-02 03:14:15,R_2zpFsC2TKFQoS6w,,,,,43.047698974609375,-88.003997802734375,anonymous,EN,1,60fd183bdb2655e5be5e5888,2,AirPods pros,4,5.9,29.245,30.836,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",7.483,7.483,130.192,1,3,3,1,5,1,1,1,2.852,22.082,24.687,9,"5,7,9",2.241,2.241,124.269,1,,,,,,,,,,,,,,,,,,,,,3,5,0,0,0,1,0,4.28,16.641,19.398,7,1,5,1,2,1,1,2,8,6,6,4,4,6,3,18,AirPods pros,"a whole orange, half an orange, an orange slice, and 2 green leaves",1,60fd183bdb2655e5be5e5888
2021-08-02 03:04:17,2021-08-02 03:14:16,0,24.22.124.78,100,598,1,2021-08-02 03:14:16,R_3MncYaUW2esHguU,,,,,44.06829833984375,-123.07630157470703125,anonymous,EN,1,5f1a30f8e8cd9a11b2832182,2,Hyper-X Wired Over-ear,4,35.1,35.1,36.048,1,0,0,135.903,0,1,3,2,3,1,1,1,7.161,26.219,27.659,9,"5,7,9",16.049,18.475,24.925,3,0,0,126.737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2.407,8.71,14.155,7,1,3,1,5,1,5,1,3,4,4,4,5,4,1,30,Hyper-X Wired Over-ear,"A whole orange, a half orange and a quarter orange",1,5f1a30f8e8cd9a11b2832182
2021-08-02 03:04:53,2021-08-02 03:14:48,0,95.146.128.224,100,594,1,2021-08-02 03:14:50,R_1i4LQCfPEbwQ2m0,,,,,51.411407470703125,-0.2194976806640625,anonymous,EN,1,6102ef35c334ad4cb4e8ad6e,2,wired apple headphones,4,4.327,26.074,26.886,3,,,,,,,,,,,,,,,,,,,,,,,,,42.378,42.378,166.555,1,1,8,1,1,1,3,1,6.559,27.952,29.733,8,16.189,16.189,141.449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,3,1,0,2.64,17.345,19.669,9,1,5,1,2,1,2,1,5,6,4,6,3,5,2,21,wired apple headphones,"I can't see the image, there's just a small question mark in a blue box ",1,6102ef35c334ad4cb4e8ad6e
2021-08-02 02:50:35,2021-08-02 03:14:52,0,130.217.2.3,100,1456,1,2021-08-02 03:14:52,R_1jCmyaI0ApToKra,,,,,-37.7888031005859375,175.28759765625,anonymous,EN,1,60fd0932ab27a4175e143764,2,beats solo 3,4,311.876,754.906,755.916,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,124.932,0,1,1,1,7,4,6,1,11.406,21.363,22.453,7,"5,7,9",0,0,122.704,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1.969,10.066,11.681,7,1,0,1,1,1,0,2,8,1,4,5,5,1,2,19,beats solo 3,an orange,1,60fd0932ab27a4175e143764
2021-08-02 03:03:57,2021-08-02 03:15:04,0,47.28.169.89,100,667,1,2021-08-02 03:15:04,R_2cvgsls3S1EH917,,,,,41.1356964111328125,-102.993499755859375,anonymous,EN,1,610795e50448b09938e93126,2,Bluetooth,4,58.242,89.647,89.688,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",10.878,10.878,133.638,1,1,1,1,8,6,5,1,3.872,30.969,33.087,13,"5,7,9",2.303,2.303,127.769,1,,,,,,,,,,,,,,,,,,,,,6,5,4,2,0,0,0,2.822,26.445,27.575,13,1,3,1,1,1,0,3,10,6,6,6,4,2,2,23,"Bluetooth, in-ear","Orange ",1,610795e50448b09938e93126
2021-08-02 03:03:31,2021-08-02 03:15:11,0,98.35.180.227,100,699,1,2021-08-02 03:15:11,R_2zTvSSGbsIorK14,,,,,37.99639892578125,-122.29010009765625,anonymous,EN,1,61037bc2e7cbf61e6aa9d68b,2,Apple Airpods,4,2.853,37.64,39.397,5,14.332,14.332,136.624,1,1,1,1,4,2,4,1,16.633,28.846,30.221,7,"5,7,9",21.354,22.968,31.383,3,3.215,3.215,126.389,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,2,0,0,11.383,26.68,27.736,8,2,7,1,2,1,6,1,2,3,4,5,4,3,2,29,Apple AirPods,"Two green leaves, one full orange, one half of an orange, and one single slice of orange.",1,61037bc2e7cbf61e6aa9d68b
2021-08-02 03:00:44,2021-08-02 03:15:26,0,68.97.19.145,100,882,1,2021-08-02 03:15:26,R_2Pz1CcKXb5Xj8uz,,,,,35.2024993896484375,-97.48349761962890625,anonymous,EN,1,6101c2aaf8555a745cfb472b,2,not wireless black headphones,4,52.892,52.892,54.301,1,0,0,129.438,0,1,1,1,8,1,8,1,24.78,54.65,56.421,7,"5,7,9",35.052,38.355,49.831,3,0,0,128.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,4,7,0,12.83,36.789,38.362,7,1,5,2,8,3,9,3,10,6,4,4,3,6,2,50,not wireless black headphones,orange,1,6101c2aaf8555a745cfb472b
2021-08-02 03:06:28,2021-08-02 03:15:40,0,82.18.222.111,100,552,1,2021-08-02 03:15:40,R_1HpcQ5CsdnBTgB9,,,,,51.7530059814453125,-0.3256072998046875,anonymous,EN,1,6102f7a0340943838e5cf88e,2,Wired,4,32.452,32.452,33.889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,127.275,0,4,1,1,7,6,7,1,7.822,26.792,28.465,8,"5,7,9",0,0,127.133,0,,,,,,,,,,,,,,,,,,,,,1,0,2,7,6,5,0,4.741,28.143,29.233,8,1,0,1,3,2,8,3,9,4,5,6,3,4,2,20,Wired,Oranges,1,6102f7a0340943838e5cf88e
2021-08-02 03:03:47,2021-08-02 03:15:49,0,121.98.149.67,100,722,1,2021-08-02 03:15:50,R_Od13F0F6ZUGGECd,,,,,-41.2971038818359375,174.793212890625,anonymous,EN,1,60fd06f21a38f9a934f8139c,2,wired bluetooth over-ear (SONY wh-1000xm4),4,42.296,42.296,43.592,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,138.751,0,4,6,4,3,2,1,1,3.808,20.086,24.972,9,0,0,126.415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,3,2,1,0,1.994,14.237,16.782,7,2,8,1,1,1,4,3,9,5,6,5,5,2,2,22,sony wh-1000xm4 over ear bluetooth headphones,an orange cut in half with a segment sat infront,1,60fd06f21a38f9a934f8139c
2021-08-02 03:03:05,2021-08-02 03:16:24,0,125.236.140.249,100,799,1,2021-08-02 03:16:24,R_1IQTqeF33L2Xlq0,,,,,-36.8506011962890625,174.767913818359375,anonymous,EN,1,60ffc3a740bdef80abcbaaeb,2,"Apple Beats Studio3 using wire, and noise cancelization",4,38.658,38.658,40.663,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,149.901,0,1,1,1,3,5,5,1,16.532,33.521,57.207,7,0,0,135.564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,3.277,14.872,17.081,8,1,0,1,0,2,7,2,7,2,3,6,4,3,1,37,"Apple Beats Studio3, wired, over ear, with noise cancellizaton","this a whole orange, a half orange, and wedge of an orange. there are two leafs",1,60ffc3a740bdef80abcbaaeb
2021-08-02 03:03:43,2021-08-02 03:16:28,0,86.9.230.4,100,764,1,2021-08-02 03:16:28,R_3CZrmST71BNm602,,,,,53.03399658203125,-2.1468963623046875,anonymous,EN,1,61045c3b16603d947083e7c2,2,"Wired in ear ",4,18.598,42.266,44.816,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.571,18.571,148.53,1,6,3,6,4,4,1,1,12.581,50.798,53.211,13,"5,7,9",6.034,6.034,135.891,1,0,0,0,6,5,5,0,8.301,24.939,28.633,10,1,0,1,5,3,10,2,8,6,6,6,6,1,2,35,"Wired in ear ","Full orange, half an orange and orange segment ",1,61045c3b16603d947083e7c2
2021-08-02 02:59:03,2021-08-02 03:16:35,0,99.108.84.218,100,1052,1,2021-08-02 03:16:36,R_OJvqphnnhplpNmN,,,,,35.62109375,-97.47570037841796875,anonymous,EN,1,60ff762e5239a014eead0c1f,2,in ear,4,30.972,30.972,32.767,1,0,0,128.285,0,1,1,1,3,1,3,1,8.055,15.401,17.939,7,"5,7,9",5.442,25.967,32.998,7,0,0,129.357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2.099,9.143,9.91,8,1,0,1,6,1,1,1,0,4,4,4,2,3,2,23,in ear,it shows oranges with leaves in the background,1,60ff762e5239a014eead0c1f
2021-08-02 03:07:22,2021-08-02 03:16:51,0,24.112.248.139,100,569,1,2021-08-02 03:16:52,R_2xQrhzyIIGYdknk,,,,,41.022003173828125,-80.66590118408203125,anonymous,EN,1,60ffb33f4d88a6fe3a4e993a,2,AirPods,4,32.32,32.32,33.435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,129.409,0,1,1,2,5,3,3,1,4.184,16.723,21.12,9,"5,7,9",0,0,125.395,0,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,0,4.943,17.619,18.672,8,1,6,1,5,1,6,2,7,4,5,6,5,2,2,19,AirPods,Oranges,1,60ffb33f4d88a6fe3a4e993a
